video_link,video_views,video_title,channel_url,creator_name,creator_gender,total_channel_subcribers,total_channel_views,duration_of_video,duration_in_seconds,date_of_video_upload,no_of_likes,language_of_the_video,subtitle,video_description,hashtags,no_of_comments,date_of_the_last_comment,maximum_quality_of_the_video,no_of_videos_the_channel,no_of_playlist,premiered_or_not,community_engagement_(posts_per_week),intern_who_collected_the_data,duration_in_minutes,upload_year,upload_month,upload_weekday,length_category
https://www.youtube.com/watch?v=fGU7_5gG9Ok,323225,BELIEVE YOU CAN,Ben Lionel Scott - YouTube,Ben Lionel,Male,24000000,296395381,00:05:07,307,2022-08-28,9200,English,yes,Yes,0,280,2022-08-28,1080p,203,1,No,0,Rahul Singh,5,2022,August,Sunday,Short
https://www.youtube.com/watch?v=FIr9CE6yAHg,634297,WHEN NO ONE IS WATCHING - Powerful Motivational Speech,https://www.youtube.com/c/BenLionelScott,Ben Lionel Scott,Male,2390000,296000466,00:03:18,198,2021-06-02,19000,English,yes,Yes,0,120,2021-06-02,1080p,202,1,No,0,Syed safdar,3,2021,June,Wednesday,Short
https://www.youtube.com/watch?v=fkC3BTt5y_w,3449026,"Don't Worry Darling | ""Dinner"" Clip",Warner Bros. Pictures - YouTube,Warner Bros,Company,10600000,6328250813,00:03:19,199,2022-09-13,17000,English,no,Yes,1,1100,2022-09-13,1080p,2583,202,No,0,Rahul Singh,3,2022,September,Tuesday,Short
https://www.youtube.com/watch?v=fnIrwrCq_4Q,1354030,How 3 Million Grocery Items Are Delivered To Homes Every Week,Business Insider - YouTube,Business Insider,Company,68700000,3139694002,00:08:58,538,2020-11-25,19000,English,yes,Yes,3,728,2020-11-25,1080p,5322,77,No,13,Rahul Singh,9,2020,November,Wednesday,Short
https://www.youtube.com/watch?v=FRZlq8BGebI,69848,Masters ki elaka mundhu eedhi chudandi!!,https://www.youtube.com/c/GauravSunil,Gaurav Sunil,Male,138000,10801516,00:10:47,647,2022-08-23,4900,Telugu,yes,Yes,0,297,2022-08-23,2160p,136,6,No,0,Akhil Teja,11,2022,August,Tuesday,Medium
https://www.youtube.com/watch?v=FTBHGfULSC8,639049,Exploring the World's First City,https://www.youtube.com/c/drewbinsky,Drew Binsky,Male,3290000,700417704,00:14:58,898,2021-07-11,24000,English,yes,Yes,3,3126,2021-07-11,1080p,985,4,No,2,Syed safdar,15,2021,July,Sunday,Medium
https://www.youtube.com/watch?v=fwow3jQT_tc,1426261,TVF's A Day With O P Tandon - Chemistry Teacher,The Viral Fever - YouTube,The Viral Fever,Company,11300000,1705723801,00:09:56,596,2022-07-12,72000,Hindi,no,Yes,0,3285,2022-07-12,1080p,443,52,No,6,Rahul Singh,10,2022,July,Tuesday,Short
https://www.youtube.com/watch?v=Fx7bAcMJ9vA,85,Tesla Model 3 Accessories from Tesery.com,Tesery - Tesla Accessories Review - YouTube,Tesery,Company,242,6261,00:05:09,309,2022-09-22,2,English,yes,Yes,2,1,2022-09-22,1440p,75,9,Yes,0,Rahul Singh,5,2022,September,Thursday,Short
https://www.youtube.com/watch?v=fXEOXVZIQVM,716560,Black Adam | Official Trailer 2,DC - YouTube,DC,Company,41000000,1704720633,00:02:40,160,2022-09-09,41000,English,yes,Yes,3,2400,2022-09-09,1080p,3574,140,No,0,Rahul Singh,3,2022,September,Friday,Short
https://www.youtube.com/watch?v=fZLLqapzxRQ,12221070,Little Big Shots Meet Micro Mayor James Episode Highlight,https://www.youtube.com/channel/UCWccAQu5zhenE7B6nSf0lpg,Tracy,Female,44000,12000689,00:04:52,292,2016-06-26,205000,English,yes,Yes,0,2896,2016-06-26,1080p,16,4,No,0,Syed safdar,5,2016,June,Sunday,Short
https://www.youtube.com/watch?v=FzVuHhb4W24,22595,FINALLY Building a PC that is affordable... LYTE Gaming Build Kit,Designs By IFR - YouTube,Corey,Male,584000,86648666,00:25:02,1502,2022-09-18,860,English,yes,Yes,0,104,2022-09-18,2160p,757,13,No,0,Rahul Singh,25,2022,September,Sunday,Medium
https://www.youtube.com/watch?v=G4mXY6pR7L0,4625896,WAKE UP & WORK HARD AT IT - New Motivational Video,https://www.youtube.com/c/LawofAttractionCoaching,Law Of Attraction Coaching,Company,2900000,113437783,00:14:42,882,2020-09-11,82000,English,yes,Yes,0,1362,2020-09-11,1080p,177,2,No,10,prateek,15,2020,September,Friday,Medium
https://www.youtube.com/watch?v=G5xSLbYMr-I,43552479,dazy - Sunroof (Official Music Video),Nicky Youre - YouTube,Nicky Youre,Male,1020000,50612895,00:02:54,174,2021-12-04,513000,English,no,Yes,0,7001,2021-12-04,2160p,35,6,Yes,0,Rahul Singh,3,2021,December,Saturday,Short
https://www.youtube.com/watch?v=G8VFBWbFeWI,1160318,Faltu Engineers,The BLUNT - YouTube,The BLUNT,Company,201000,30960948,00:23:16,1396,2022-06-11,64000,Hindi,no,Yes,3,1680,2022-06-11,2160p,58,12,No,0,Rahul Singh,23,2022,June,Saturday,Medium
https://www.youtube.com/watch?v=G9XhLca9JSk,30793209,We Toured The Most FUTURISTIC Motorhome in the World!,Enes Yilmazer - YouTube,Enes Yilmazer,Male,27200000,447952948,00:17:33,1053,2021-12-28,429000,English,yes,Yes,0,13909,2021-12-28,2160p,197,13,No,0,Rahul Singh,18,2021,December,Tuesday,Medium
https://www.youtube.com/watch?v=GAlRLwyEJIU,35061567,The Bean Test | Funny Episodes | Mr Bean Official,https://www.youtube.com/user/MrBean,Mr Bean,Male,30900000,9928335904,00:00:47,47,2019-06-16,377000,English,no,Yes,0,8508,2019-06-16,1080p,2681,73,No,3,prateek,1,2019,June,Sunday,Supershort
https://www.youtube.com/watch?v=gamjNp2CToQ,449340,A Day in the life of a Data Analyst in Chicago,https://www.youtube.com/c/JustinShin,Justin Shin,Male,7900,409264,00:06:59,419,2022-05-19,8100,English,yes,Yes,3,454,2022-05-19,2160p,25,3,No,0,prateek,7,2022,May,Thursday,Short
https://www.youtube.com/watch?v=GcBAzh4sc2A,264288,Chandigarh University Students Protest After Videos of Hostel Girls,https://www.youtube.com/c/Thequint,The Quint,Company,3450000,1301108504,00:02:01,121,2022-09-18,2700,Hindi,no,Yes,1,628,2022-09-18,1080p,33623,65,No,10,Akhil Teja,2,2022,September,Sunday,Supershort
https://www.youtube.com/watch?v=GCmiKaLnd7M,9489178,I tested 15 Gadgets from the FUTURE,Mrwhosetheboss - YouTube,Arun Maini,Male,11600000,1949238768,00:14:05,845,2021-11-21,334000,English,yes,Yes,0,10555,2021-11-21,2160p,1450,19,No,0,Rahul Singh,14,2021,November,Sunday,Medium
https://www.youtube.com/watch?v=GCYez2V1r8U,564197,Castrol POWER1 ULTIMATE for performance,Castrol Biking - YouTube,Castrol,Company,141000,651227679,00:00:13,13,2022-08-24,9,English,yes,Yes,0,1,2022-08-24,1080p,237,16,No,0,Rahul Singh,0,2022,August,Wednesday,Supershort
https://www.youtube.com/watch?v=GfYuTb21Gd0,411779,Europe Is Too Old,Hoog - YouTube,Hoog,Company,158000,6791400,00:08:37,517,2021-11-28,20000,English,yes,Yes,0,2898,2021-11-28,1080p,20,0,No,5,Rahul Singh,9,2021,November,Sunday,Short
https://www.youtube.com/watch?v=gJj90WOWQvg,25170014,Maja Ma - Official Trailer,Prime Video India - YouTube,Prime,Company,89800000,6300485808,00:02:50,170,2022-09-22,12000,Hindi,yes,Yes,3,421,2022-09-22,2160p,4572,122,No,10,Rahul Singh,3,2022,September,Thursday,Short
https://www.youtube.com/watch?v=GxkoQ4dm-mc,3340723,1400HP Lamborghini Huracán EVO - Forza Horizon 5,Xpertgamingtech - YouTube,Xpertgamingtech,Company,26200000,686795112,00:11:31,691,2022-02-05,46000,English,no,Yes,0,576,2022-02-05,1080p,417,15,No,0,Rahul Singh,12,2022,February,Saturday,Medium
https://www.youtube.com/watch?v=h0t5N_jvYtM,3058084,Achaar Ki Panchayat,The Viral Fever - YouTube,The Viral Fever,Company,11300000,1705723801,00:08:07,487,2022-07-22,88000,Hindi,yes,Yes,0,1653,2022-07-22,1080p,443,52,No,6,Rahul Singh,8,2022,July,Friday,Short
https://www.youtube.com/watch?v=h25S27rh4oY,69395788,Chai Mein Kya Dubayenge? Ijjat?!,BB Ki Vines - YouTube,Bhuvan Bam,Male,25600000,4420370182,00:05:54,354,2017-05-03,1900000,Hindi,yes,Yes,3,43497,2017-05-03,720p,186,13,No,1,Rahul Singh,6,2017,May,Wednesday,Short
https://www.youtube.com/watch?v=HC9IuLA_vxg,777867,Shark Tank India Spoof,The BLUNT - YouTube,The BLUNT,Company,201000,30960948,00:15:26,926,2022-03-12,29000,Hindi,no,Yes,3,749,2022-03-12,2160p,58,12,No,0,Rahul Singh,15,2022,March,Saturday,Medium
https://www.youtube.com/watch?v=HdhvPZc5dFw,145333,"Apple Watch Ultra Full Review: It's Bigger, Bolder and Better",CNET - YouTube,CNET,Company,35300000,1582960304,00:16:07,967,2022-09-21,2000,English,yes,Yes,0,125,2022-09-21,2160p,20899,171,No,2,Rahul Singh,16,2022,September,Wednesday,Medium
https://www.youtube.com/watch?v=HL6ECWZ8G1s,3363581,Why Is It So Hard To Fall Asleep?,https://www.youtube.com/c/lifenoggin,Life Noggin,Company,3260000,557079984,00:03:08,188,2018-01-15,69000,English,yes,Yes,0,10854,2018-01-15,1080p,485,23,No,2,prateek,3,2018,January,Monday,Short
https://www.youtube.com/watch?v=HmCfiqW0Y0I,6104861,AIB Podcast,All India Bakchod - YouTube,All India Bakchod,Company,39900000,602900852,00:24:10,1450,2017-02-01,125000,Hindi,yes,Yes,0,4832,2017-02-01,1080p,157,18,No,0,Rahul Singh,24,2017,February,Wednesday,Medium
https://www.youtube.com/watch?v=hn0lEpncFBM,323229,Giant Dosa For Breakfast In Hyderabad,https://www.youtube.com/c/InfinityPlatter,Infinity Platter,Female,135000,12779356,00:06:06,366,2022-09-11,1800,English,no,Yes,1,103,2022-09-11,1080p,98,18,No,0,Akhil Teja,6,2022,September,Sunday,Short
https://www.youtube.com/watch?v=hoBHdtrnsww,122510,Why Is Formula E Strategy So Unique?,ABB Formula E - YouTube,ABB Formula E,Company,769000,170263099,00:14:42,882,2021-07-03,3100,English,yes,Yes,1,117,2021-07-03,1080p,2240,143,No,2,Rahul Singh,15,2021,July,Saturday,Medium
https://www.youtube.com/watch?v=HpaQQW_72ro,1498513,This Watch Broke The Internet | The G-Shock Casioak GA-2100 & GMA-S2100,https://www.youtube.com/c/watchgecko,Watchgecko,Company,43500,9668459,00:04:38,278,2021-06-08,16000,English,yes,Yes,4,476,2021-06-08,1080p,225,9,No,0,prateek,5,2021,June,Tuesday,Short
https://www.youtube.com/watch?v=hrAAEMFAG9E,2622475,Author Chimamanda Ngozi Adichie addresses Harvard's Class of 2018,https://www.youtube.com/c/harvard,Harvard University,Company,2180000,206898127,00:25:48,1548,2018-05-24,40000,English,yes,Yes,0,0,2018-05-24,1080p,3529,196,No,0,prateek,26,2018,May,Thursday,Medium
https://www.youtube.com/watch?v=HSMT5eZv7lA,1329130,Why Honma Golf Clubs Are So Expensive,Business Insider - YouTube,Business Insider,Company,68700000,3139694002,00:10:16,616,2022-09-17,6200,English,yes,Yes,3,497,2022-09-17,1080p,5322,77,No,13,Rahul Singh,10,2022,September,Saturday,Short
https://www.youtube.com/watch?v=Htcp1eHsQ_s,174237,DONT QUIT,Ben Lionel Scott - YouTube,Ben Lionel,Male,24000000,296395381,00:04:14,254,2022-08-05,5900,English,yes,Yes,0,185,2022-08-05,1080p,203,1,No,0,Rahul Singh,4,2022,August,Friday,Short
https://www.youtube.com/watch?v=HtgXGm6rvE8,29726423,Ben 10 | Rustbucket Moments,Cartoon Network India - YouTube,Cartoon Network India,Company,2770000,2042798795,00:14:50,890,2018-12-28,187000,Hindi,no,Yes,0,0,2018-12-28,720p,1826,60,No,0,Rahul Singh,15,2018,December,Friday,Medium
https://www.youtube.com/watch?v=hWPopqZJJww,56045424,Sasta Biig Bosss | Parody | Ashish Chanchlani,https://www.youtube.com/c/ashishchanchlanivines,Ashish Chanchlani,Male,28700000,4104120507,00:19:55,1195,2020-12-16,3700000,Hindi,yes,Yes,3,202482,2020-12-16,1080p,147,18,No,0,Syed safdar,20,2020,December,Wednesday,Medium
https://www.youtube.com/watch?v=i2MdvKGnQPU,753769,EXPLORING A WW2 BUNKER and Opening the 'SECRET DOOR' hidden in the Floor. Mystery Finally Solved!,https://www.youtube.com/c/BUSHCRAFTTOOLS,Dustin James,Male,208000,30617314,00:18:26,1106,2021-10-22,8800,English,yes,Yes,3,456,2021-10-22,1080p,180,14,No,1,Syed safdar,18,2021,October,Friday,Medium
https://www.youtube.com/watch?v=I6BgcgjrzEo,16752693,TOP 10 PRANKS & Magic tricks OF ALL TIME - Julien Magic,https://www.youtube.com/user/julienmagic,Julien,Male,3190000,480900768,00:14:19,859,2017-06-23,188000,English,no,Yes,3,2462,2017-06-23,1080p,460,26,No,0,Syed safdar,14,2017,June,Friday,Medium
https://www.youtube.com/watch?v=I6Y6FtCggbU,45704,HOW MUCH MONEY I EARNED SELLING SOFTWARES in 4 YEARS,https://www.youtube.com/c/soamjena,SOAMJENA,Male,331000,64535342,00:22:06,1326,2022-09-05,2400,Hindi,no,Yes,0,111,2022-09-05,2160p,1114,41,No,4,Akhil Teja,22,2022,September,Monday,Medium
https://www.youtube.com/watch?v=Idt8Wi00-IQ,73314,"ADANI STOCK NEWS, LIC Stock news, CDSL Stock news",https://www.youtube.com/c/daytradertelugu,DAY TRADER TELUGU,Male,886000,137324545,00:18:13,1093,2022-09-15,8500,Telugu,no,Yes,0,424,2022-09-15,1080p,1393,23,No,1,Akhil Teja,18,2022,September,Thursday,Medium
https://www.youtube.com/watch?v=ifpplScGFqY,1480762,Zakir Meets Bandish Bandits,Zakir Khan - YouTube,Zakir Khan,Male,71800000,620960291,00:12:45,765,2020-08-21,72000,Hindi,no,Yes,0,3150,2020-08-21,1080p,120,2,No,2,Rahul Singh,13,2020,August,Friday,Medium
https://www.youtube.com/watch?v=IIoI4wrWijo,49791,Boycott Uppittu | Prime Time Debate,https://www.youtube.com/c/MetroSaga,MetroSaga,Company,246000,42646331,00:07:25,445,2022-09-16,2600,Kannada,no,Yes,0,231,2022-09-16,2160p,368,5,No,6,Akhil Teja,7,2022,September,Friday,Short
https://www.youtube.com/watch?v=IJGkdXei3JY,12932,KUDHREMUKH RIDE in BMW F850GS ??,https://www.youtube.com/c/CatchAMile,Catch A Mile,Male,49000,4737783,00:16:17,977,2022-04-13,1000,English,yes,Yes,0,63,2022-04-13,1080p,120,9,No,0,Akhil Teja,16,2022,April,Wednesday,Medium
https://www.youtube.com/watch?v=ijHBHyKC__4,9734861,I Played Games Nobody Plays,https://www.youtube.com/c/LazarBeam,LazarBeam,Male,20200000,8443135152,00:08:32,512,2022-04-09,212000,English,yes,Yes,0,5770,2022-04-09,1080p,1260,6,No,0,Syed safdar,9,2022,April,Saturday,Short
https://www.youtube.com/watch?v=IofBWge5-As,2814437,Bugatti Chiron - Forza Horizon 5,Xpertgamingtech - YouTube,Xpertgamingtech,Company,26200000,686795112,00:10:45,645,2022-05-02,33000,English,no,Yes,0,684,2022-05-02,1080p,417,15,No,1,Rahul Singh,11,2022,May,Monday,Medium
https://www.youtube.com/watch?v=IolldJiLf90,1717151,10 Minute Fat Burning Morning Routine You Can Do Everyday,https://www.youtube.com/c/CHRISHERIA,Chris Heria,Male,4220000,310624827,00:12:32,752,2021-11-04,60000,English,yes,Yes,0,1178,2021-11-04,1080p,253,25,No,1,Syed safdar,13,2021,November,Thursday,Medium
https://www.youtube.com/watch?v=IROLRx0Bypw,1954619,Ancient Aliens: Terrifying Humanoids Emerge from Subterranean Realm (Season 18),https://www.youtube.com/user/historychannel,History,Company,10700000,3360425489,00:05:02,302,2022-09-16,19000,English,yes,Yes,0,1842,2022-09-16,1080p,8530,461,No,2,Syed safdar,5,2022,September,Friday,Short
https://www.youtube.com/watch?v=isiSvURJc8A,940383,PV Sindhu Wins Gold | Women's Badminton | Highlights | Commonwealth Games | 8th August 2022,https://www.youtube.com/user/sonyliv,SonyLIV,Company,11600000,5394167776,00:11:43,703,2022-08-09,25000,Hindi,no,Yes,0,490,2022-08-09,1080p,7957,361,No,0,Syed safdar,12,2022,August,Tuesday,Medium
https://www.youtube.com/watch?v=it6QlKw6jrY,3429284,Leonidas vs Gorgon | Fate/Grand Order: Absolute Demonic Front - Babylonia,https://www.youtube.com/channel/UCfDycueNdrkGaOn-Rh3w92w,Danny Senpai,Male,2630,3501734,00:01:58,118,2019-12-20,41000,Japenese,yes,Yes,0,1378,2019-12-20,1080p,23,0,No,0,prateek,2,2019,December,Friday,Supershort
https://www.youtube.com/watch?v=ivoOEJVgD08,12021,BLACK PANTHER PLAYING WITH MONKEY,https://www.youtube.com/channel/UCyG4hFyZ39QXkzT2QUO6Heg,JAGUAR KUMAR,Male,57100,4242304,00:08:19,499,2022-09-10,713,Telugu,no,No,0,34,2022-09-10,1080p,108,16,No,2,Akhil Teja,8,2022,September,Saturday,Short
https://www.youtube.com/watch?v=J1mxry4ad7w,330287,BEST OF BEN ABBOTT: The Undefeated Bladesmith | Forged in Fire,https://www.youtube.com/c/forgedinfire,Forged in Fire,Company,403000,93918563,00:43:20,2600,2022-08-27,2300,English,yes,Yes,1,152,2022-08-27,1080p,237,21,No,1,Syed safdar,43,2022,August,Saturday,Long
https://www.youtube.com/watch?v=J326LIUrZM8,848461,Data Warehouse Tutorial For Beginners | Data Warehouse Concepts | Data Warehousing | Edureka,https://www.youtube.com/c/edurekaIN,Edureka!,Company,3530000,339614261,01:38:49,5929,2017-06-22,8500,English,yes,Yes,3,226,2017-06-22,1080p,7477,195,No,61,prateek,99,2017,June,Thursday,SuperLong
https://www.youtube.com/watch?v=jdMNoQE3mIQ,58850816,I Survived A Plane Crash,https://www.youtube.com/user/MrBeast6000,MrBeast ,Male,104000000,17367031867,00:08:13,493,2022-08-21,2300000,English,yes,Yes,0,72464,2022-08-21,1080p,728,7,No,0,Syed safdar,8,2022,August,Sunday,Short
https://www.youtube.com/watch?v=Jdpy4G8ZYS8,1754652,LIFE OF FABS Ep 02,Fabio Wibmer - YouTube,Fabio Wibmer,Male,72600000,1381226940,00:14:20,860,2021-08-03,81000,English,yes,Yes,0,1664,2021-08-03,1080p,264,7,No,1,Rahul Singh,14,2021,August,Tuesday,Medium
https://www.youtube.com/watch?v=jH1RNk8954Q,287973512,Ava Max - Kings & Queens,Ava Max - YouTube,Ava Max,Female,58900000,2875362894,00:02:42,162,2020-09-27,31000000,English,no,Yes,0,81000,2020-09-27,1080p,158,6,Yes,0,Rahul Singh,3,2020,September,Sunday,Short
https://www.youtube.com/watch?v=jj0CmnxuTaQ,11347636,Danny Daycare,Danny MacAskill - YouTube,Danny MacAskill,Male,486000,29704337,00:04:10,250,2019-05-20,222000,English,yes,Yes,1,5023,2019-05-20,1080p,24,3,No,0,Rahul Singh,4,2019,May,Monday,Short
https://www.youtube.com/watch?v=JJ5WP2BKigc,19806678,Unboxing The Mind Bending Wallpaper TV,Unbox Therapy - YouTube,Jack,Male,18200000,4356049543,00:06:00,360,2017-10-01,256000,English,yes,Yes,0,14502,2017-10-01,2160p,2063,11,No,0,Rahul Singh,6,2017,October,Sunday,Short
https://www.youtube.com/watch?v=jSwXEf-onjc,9745,ROUGH Start But EPIC FINISH ?? PUBG MOBILE,https://www.youtube.com/c/ThesaurusPG,ThesaurusPG ,Male,186000,17815252,00:09:24,564,2022-09-17,541,English,yes,Yes,1,23,2022-09-17,1080p,510,5,No,0,Harshit Prajapat,9,2022,September,Saturday,Short
https://www.youtube.com/watch?v=Jt38cyB-73M,46657,Pennyworth S3 | Official Trailer | DC,DC - YouTube,DC,Company,41000000,1704720633,00:02:06,126,2022-09-07,2000,English,yes,Yes,2,207,2022-09-07,1080p,3574,140,No,0,Rahul Singh,2,2022,September,Wednesday,Supershort
https://www.youtube.com/watch?v=jtaWLpuVYxs,1169698,What Do You Know About Love?,DisneyMusicVEVO - YouTube,Disney,Company,30300000,25216557237,00:02:57,177,2022-08-24,17000,English,yes,Yes,1,1489,2022-08-24,1080p,1812,43,No,2,Rahul Singh,3,2022,August,Wednesday,Short
https://www.youtube.com/watch?v=JwSS70SZdyM,1067502,Build 12 Data Science Apps with Python and Streamlit - Full Course,https://www.youtube.com/c/Freecodecamp,Freecodecamp.Org,Company,6300000,424665648,03:11:52,11512,2021-07-01,25000,English,yes,Yes,0,541,2021-07-01,1080p,1351,69,No,4,prateek,192,2021,July,Thursday,SuperLong
https://www.youtube.com/watch?v=JY9mrKR5SkA,65679230,MotoGP Historic Battles,MotoGP - YouTube,MotoGP,Company,51900000,1815605284,00:04:45,285,2013-02-14,335000,English,no,Yes,0,10000,2013-02-14,720p,6996,227,No,27,Rahul Singh,5,2013,February,Thursday,Short
https://www.youtube.com/watch?v=jZ7LFwaggyI,180095317,Ikko Mikke - Sanu ajkal sheesha bada ched da | Satinder Sartaaj | New Punjabi Song 2020 | New Song,https://www.youtube.com/c/sagahits,SagaHits,Company,10900000,5738789774,00:04:21,261,2020-02-13,1500000,Punjabi,no,Yes,0,30059,2020-02-13,2160p,2795,130,No,1,Harshit Prajapat,4,2020,February,Thursday,Short
https://www.youtube.com/watch?v=k1RI5locZE4,3556225,AWS Tutorial For Beginners | AWS Full Course - Learn AWS In 10 Hours | AWS Training | Edureka,https://www.youtube.com/c/edurekaIN,Edureka,Company,3530000,339868101,09:28:23,34103,2019-10-20,45000,English,yes,Yes,0,450,2019-10-20,1080p,7487,150,No,67,Syed safdar,568,2019,October,Sunday,SuperLong
https://www.youtube.com/watch?v=K1xrOPKjPrA,1134232,NEW Photo Restoration Filter in Photoshop!,PiXimperfect - YouTube,Unmesh Dinda,Male,41500000,329727112,00:12:38,758,2022-08-22,27000,English,yes,Yes,0,1103,2022-08-22,2160p,739,44,No,2,Rahul Singh,13,2022,August,Monday,Medium
https://www.youtube.com/watch?v=k2XHHyaiNds,268746,EXPOSED: The Hindu-Muslim TRP game | TV Newsance 187,https://www.youtube.com/c/newslaundry1,newslanudry,Company,1410000,196564419,00:23:10,1390,2022-09-17,670,Hindi,no,Yes,3,1074,2022-09-17,1080p,3427,66,No,9,Syed safdar,23,2022,September,Saturday,Medium
https://www.youtube.com/watch?v=K-5EdHZ0hBs,16445962,Need for Speed Payback Official Gameplay Trailer,Need for Speed - YouTube,Need for Speed,Company,1240000,121866488,00:03:12,192,2017-06-11,184000,English,yes,Yes,0,15717,2017-06-11,1080p,58,7,No,0,Rahul Singh,3,2017,June,Sunday,Short
